num_regions,num_heights,seed,endurance,method,objective,solve_time,mip_gap,first_incumbent_obj,first_incumbent_time,heuristic_obj,heuristic_time,num_ops,status,n_vars,n_constrs
1,3,4,600,rings,281.2549,47.26,0.0000,554.5982,0.08,,0.07,1,OPTIMAL,1152,1995
1,3,4,600,rings_ws,281.2549,35.38,0.0000,283.4992,0.00,283.4992,0.07,1,OPTIMAL,1152,1995
1,3,4,900,heuristic,283.4992,0.05,,,,,0.05,1,HEURISTIC,,
1,3,4,900,rings,281.2549,51.55,0.0000,691.3426,0.07,,0.05,1,OPTIMAL,1152,1995
1,3,4,900,rings_ws,281.2549,26.95,0.0000,283.4992,0.00,283.4992,0.05,1,OPTIMAL,1152,1995
1,3,4,1500,heuristic,283.4992,0.05,,,,,0.05,1,HEURISTIC,,
1,3,4,1500,rings,281.2549,37.65,0.0000,691.3426,0.11,,0.05,1,OPTIMAL,1152,1995
1,3,4,1500,rings_ws,281.2549,58.71,0.0000,283.4992,0.00,283.4992,0.05,1,OPTIMAL,1152,1995
1,3,4,2400,heuristic,283.4992,0.06,,,,,0.06,1,HEURISTIC,,
1,3,4,2400,rings,281.2549,26.29,0.0000,691.3426,0.08,,0.06,1,OPTIMAL,1152,1995
1,3,4,2400,rings_ws,281.2549,42.57,0.0000,283.4992,0.00,283.4992,0.06,1,OPTIMAL,1152,1995
2,1,0,300,heuristic,285.5416,0.04,,,,,0.04,1,HEURISTIC,,
2,1,0,300,rings,285.3781,0.33,0.0000,293.3523,0.07,,0.04,1,OPTIMAL,938,1845
2,1,0,300,rings_ws,285.3781,0.36,0.0000,285.5416,0.00,285.5416,0.04,1,OPTIMAL,938,1845
2,1,0,450,heuristic,285.5416,0.04,,,,,0.04,1,HEURISTIC,,
2,1,0,450,rings,285.3781,0.35,0.0000,357.6424,0.08,,0.04,1,OPTIMAL,938,1845
2,1,0,450,rings_ws,285.3781,0.37,0.0000,285.5416,0.00,285.5416,0.04,1,OPTIMAL,938,1845
2,1,0,600,heuristic,285.5416,0.04,,,,,0.04,1,HEURISTIC,,
2,1,0,600,rings,285.3781,0.31,0.0000,299.2699,0.08,,0.04,1,OPTIMAL,938,1845
2,1,0,600,rings_ws,285.3781,0.38,0.0000,285.5416,0.00,285.5416,0.04,1,OPTIMAL,938,1845
2,1,0,900,heuristic,285.5416,0.04,,,,,0.04,1,HEURISTIC,,
2,1,0,900,rings,285.3781,0.38,0.0000,292.3034,0.06,,0.04,1,OPTIMAL,938,1845
2,1,0,900,rings_ws,285.3781,0.68,0.0000,285.5416,0.00,285.5416,0.04,1,OPTIMAL,938,1845
2,1,0,1500,heuristic,285.5416,0.04,,,,,0.04,1,HEURISTIC,,
2,1,0,1500,rings,285.3781,0.36,0.0000,296.6875,0.05,,0.04,1,OPTIMAL,938,1845
2,1,0,1500,rings_ws,285.3781,0.30,0.0000,285.5416,0.00,285.5416,0.04,1,OPTIMAL,938,1845
2,1,0,2400,heuristic,285.5416,0.04,,,,,0.04,1,HEURISTIC,,
2,1,0,2400,rings,285.3781,0.29,0.0000,303.4655,0.05,,0.04,1,OPTIMAL,938,1845
2,1,0,2400,rings_ws,285.3781,0.36,0.0000,285.5416,0.00,285.5416,0.04,1,OPTIMAL,938,1845
2,1,1,300,heuristic,272.0719,0.04,,,,,0.04,1,HEURISTIC,,
2,1,1,300,rings,272.0022,0.33,0.0000,322.7269,0.08,,0.04,1,OPTIMAL,938,1845
2,1,1,300,rings_ws,272.0022,0.38,0.0000,272.0719,0.00,272.0719,0.04,1,OPTIMAL,938,1845
2,1,1,450,heuristic,272.0719,0.04,,,,,0.04,1,HEURISTIC,,
2,1,1,450,rings,272.0022,0.36,0.0000,301.2837,0.05,,0.04,1,OPTIMAL,938,1845
2,1,1,450,rings_ws,272.0022,0.32,0.0000,272.0719,0.00,272.0719,0.04,1,OPTIMAL,938,1845
2,1,1,600,heuristic,272.0719,0.04,,,,,0.04,1,HEURISTIC,,
2,1,1,600,rings,272.0022,0.35,0.0000,301.2837,0.05,,0.04,1,OPTIMAL,938,1845
2,1,1,600,rings_ws,272.0022,0.37,0.0000,272.0719,0.00,272.0719,0.04,1,OPTIMAL,938,1845
2,1,1,900,heuristic,272.0719,0.04,,,,,0.04,1,HEURISTIC,,
2,1,1,900,rings,272.0022,0.40,0.0000,282.2880,0.08,,0.04,1,OPTIMAL,938,1845
2,1,1,900,rings_ws,272.0022,0.49,0.0000,272.0719,0.00,272.0719,0.04,1,OPTIMAL,938,1845
2,1,1,1500,heuristic,272.0719,0.04,,,,,0.04,1,HEURISTIC,,
2,1,1,1500,rings,272.0022,0.42,0.0000,291.7077,0.08,,0.04,1,OPTIMAL,938,1845
2,1,1,1500,rings_ws,272.0022,0.41,0.0000,272.0719,0.00,272.0719,0.04,1,OPTIMAL,938,1845
2,1,1,2400,heuristic,272.0719,0.04,,,,,0.04,1,HEURISTIC,,
2,1,1,2400,rings,272.0022,0.31,0.0000,297.5594,0.04,,0.04,1,OPTIMAL,938,1845
2,1,1,2400,rings_ws,272.0022,0.41,0.0000,272.0719,0.00,272.0719,0.04,1,OPTIMAL,938,1845
2,1,2,300,heuristic,287.7053,0.04,,,,,0.04,1,HEURISTIC,,
2,1,2,300,rings,287.5765,0.94,0.0000,380.1122,0.05,,0.04,1,OPTIMAL,938,1845
2,1,2,300,rings_ws,287.5765,0.89,0.0000,287.7053,0.00,287.7053,0.04,1,OPTIMAL,938,1845
2,1,2,450,heuristic,287.7053,0.04,,,,,0.04,1,HEURISTIC,,
2,1,2,450,rings,287.5765,0.59,0.0000,352.1853,0.07,,0.04,1,OPTIMAL,938,1845
2,1,2,450,rings_ws,287.5765,0.70,0.0000,287.7053,0.00,287.7053,0.04,1,OPTIMAL,938,1845
2,1,2,600,heuristic,287.7053,0.04,,,,,0.04,1,HEURISTIC,,
2,1,2,600,rings,287.5765,0.77,0.0000,296.4807,0.05,,0.04,1,OPTIMAL,938,1845
2,1,2,600,rings_ws,287.5765,1.13,0.0000,287.7053,0.00,287.7053,0.04,1,OPTIMAL,938,1845
2,1,2,900,heuristic,287.7053,0.04,,,,,0.04,1,HEURISTIC,,
2,1,2,900,rings,287.5764,0.62,0.0000,289.0342,0.06,,0.04,1,OPTIMAL,938,1845
2,1,2,900,rings_ws,287.5765,0.85,0.0000,287.7053,0.00,287.7053,0.04,1,OPTIMAL,938,1845
2,1,2,1500,heuristic,287.7053,0.04,,,,,0.04,1,HEURISTIC,,
2,1,2,1500,rings,287.5764,0.61,0.0000,299.7329,0.06,,0.04,1,OPTIMAL,938,1845
2,1,2,1500,rings_ws,287.5764,1.04,0.0000,287.7053,0.00,287.7053,0.04,1,OPTIMAL,938,1845
2,1,2,2400,heuristic,287.7053,0.04,,,,,0.04,1,HEURISTIC,,
2,1,2,2400,rings,287.5765,0.57,0.0000,293.1103,0.06,,0.04,1,OPTIMAL,938,1845
2,1,2,2400,rings_ws,287.5765,0.58,0.0000,287.7053,0.00,287.7053,0.04,1,OPTIMAL,938,1845
2,1,3,300,heuristic,344.6776,0.05,,,,,0.05,1,HEURISTIC,,
2,1,3,300,rings,344.5526,6.76,0.0000,357.4046,0.05,,0.05,1,OPTIMAL,1410,2781
2,1,3,300,rings_ws,344.5526,4.93,0.0000,344.6776,0.00,344.6776,0.05,1,OPTIMAL,1410,2781
2,1,3,450,heuristic,344.6776,0.05,,,,,0.05,1,HEURISTIC,,
2,1,3,450,rings,344.5526,5.08,0.0000,357.4046,0.05,,0.05,1,OPTIMAL,1410,2781
2,1,3,450,rings_ws,344.5526,5.41,0.0000,344.6776,0.00,344.6776,0.05,1,OPTIMAL,1410,2781
2,1,3,600,heuristic,344.6776,0.05,,,,,0.05,1,HEURISTIC,,
2,1,3,600,rings,344.5526,6.42,0.0000,357.4046,0.05,,0.05,1,OPTIMAL,1410,2781
2,1,3,600,rings_ws,344.5526,5.05,0.0000,344.6776,0.00,344.6776,0.05,1,OPTIMAL,1410,2781
2,1,3,900,heuristic,344.6776,0.05,,,,,0.05,1,HEURISTIC,,
2,1,3,900,rings,344.5526,5.60,0.0000,357.4046,0.05,,0.05,1,OPTIMAL,1410,2781
2,1,3,900,rings_ws,344.5526,7.14,0.0000,344.6776,0.00,344.6776,0.05,1,OPTIMAL,1410,2781
2,1,3,1500,heuristic,344.6776,0.05,,,,,0.05,1,HEURISTIC,,
2,1,3,1500,rings,344.5526,5.46,0.0000,361.5878,0.05,,0.05,1,OPTIMAL,1410,2781
2,1,3,1500,rings_ws,344.5526,6.21,0.0000,344.6776,0.00,344.6776,0.05,1,OPTIMAL,1410,2781
2,1,3,2400,heuristic,344.6776,0.05,,,,,0.05,1,HEURISTIC,,
2,1,3,2400,rings,344.5526,4.90,0.0000,352.7511,0.09,,0.05,1,OPTIMAL,1410,2781
2,1,3,2400,rings_ws,344.5526,5.72,0.0000,344.6776,0.00,344.6776,0.05,1,OPTIMAL,1410,2781
2,1,4,300,heuristic,322.9310,0.04,,,,,0.04,1,HEURISTIC,,
2,1,4,300,rings,319.9968,0.80,0.0000,320.0710,0.05,,0.04,1,OPTIMAL,938,1845
2,1,4,300,rings_ws,319.9968,0.62,0.0000,322.9310,0.00,322.9310,0.04,1,OPTIMAL,938,1845
2,1,4,450,heuristic,322.9310,0.04,,,,,0.04,1,HEURISTIC,,
2,1,4,450,rings,319.9968,0.76,0.0000,320.0730,0.05,,0.04,1,OPTIMAL,938,1845
2,1,4,450,rings_ws,319.9968,0.79,0.0000,322.9310,0.00,322.9310,0.04,1,OPTIMAL,938,1845
2,1,4,600,heuristic,322.9310,0.04,,,,,0.04,1,HEURISTIC,,
2,1,4,600,rings,319.9968,0.61,0.0000,320.0730,0.04,,0.04,1,OPTIMAL,938,1845
2,1,4,600,rings_ws,319.9968,0.84,0.0000,322.9310,0.00,322.9310,0.04,1,OPTIMAL,938,1845
2,1,4,900,heuristic,322.9310,0.04,,,,,0.04,1,HEURISTIC,,
2,1,4,900,rings,319.9968,0.62,0.0000,320.0730,0.04,,0.04,1,OPTIMAL,938,1845
2,1,4,900,rings_ws,319.9968,0.66,0.0000,322.9310,0.00,322.9310,0.04,1,OPTIMAL,938,1845
2,1,4,1500,heuristic,322.9310,0.04,,,,,0.04,1,HEURISTIC,,
2,1,4,1500,rings,319.9968,0.46,0.0000,382.7038,0.07,,0.04,1,OPTIMAL,938,1845
2,1,4,1500,rings_ws,319.9968,0.61,0.0000,322.9310,0.00,322.9310,0.04,1,OPTIMAL,938,1845
2,1,4,2400,heuristic,322.9310,0.04,,,,,0.04,1,HEURISTIC,,
2,1,4,2400,rings,319.9968,0.88,0.0000,335.4249,0.06,,0.04,1,OPTIMAL,938,1845
2,1,4,2400,rings_ws,319.9968,1.84,0.0000,322.9310,0.00,322.9310,0.04,1,OPTIMAL,938,1845
2,2,0,300,heuristic,364.8841,0.05,,,,,0.05,1,HEURISTIC,,
2,2,0,300,rings,333.1366,3.74,0.0000,448.5783,0.09,,0.05,1,OPTIMAL,1492,2951
2,2,0,300,rings_ws,333.1366,4.26,0.0000,364.8841,0.00,364.8841,0.05,1,OPTIMAL,1492,2951
2,2,0,450,heuristic,364.8841,0.05,,,,,0.05,1,HEURISTIC,,
2,2,0,450,rings,333.1366,3.73,0.0000,448.5783,0.08,,0.05,1,OPTIMAL,1492,2951
2,2,0,450,rings_ws,333.1366,7.72,0.0000,364.8841,0.00,364.8841,0.05,1,OPTIMAL,1492,2951
2,2,0,600,heuristic,364.8841,0.05,,,,,0.05,1,HEURISTIC,,
2,2,0,600,rings,333.1366,4.78,0.0000,448.5783,0.07,,0.05,1,OPTIMAL,1492,2951
2,2,0,600,rings_ws,333.1366,4.17,0.0000,364.8841,0.00,364.8841,0.05,1,OPTIMAL,1492,2951
2,2,0,900,heuristic,364.8841,0.05,,,,,0.05,1,HEURISTIC,,
2,2,0,900,rings,333.1366,3.44,0.0000,448.5783,0.08,,0.05,1,OPTIMAL,1492,2951
2,2,0,900,rings_ws,333.1366,4.70,0.0000,364.8841,0.00,364.8841,0.05,1,OPTIMAL,1492,2951
2,2,0,1500,heuristic,364.8841,0.05,,,,,0.05,1,HEURISTIC,,
2,2,0,1500,rings,333.1366,2.66,0.0000,568.7125,0.08,,0.05,1,OPTIMAL,1492,2951
2,2,0,1500,rings_ws,333.1366,4.00,0.0000,364.8841,0.00,364.8841,0.05,1,OPTIMAL,1492,2951
2,2,0,2400,heuristic,364.8841,0.05,,,,,0.05,1,HEURISTIC,,
2,2,0,2400,rings,333.1366,4.27,0.0000,589.1485,0.06,,0.05,1,OPTIMAL,1492,2951
2,2,0,2400,rings_ws,333.1366,3.19,0.0000,364.8841,0.00,364.8841,0.05,1,OPTIMAL,1492,2951
2,2,1,300,heuristic,321.4014,0.05,,,,,0.05,1,HEURISTIC,,
2,2,1,300,rings,287.9821,5.05,0.0000,514.3092,0.09,,0.05,1,OPTIMAL,1492,2951
2,2,1,300,rings_ws,287.9821,7.44,0.0000,321.4014,0.00,321.4014,0.05,1,OPTIMAL,1492,2951
2,2,1,450,heuristic,321.4014,0.05,,,,,0.05,1,HEURISTIC,,
2,2,1,450,rings,287.9821,9.75,0.0000,452.5551,0.07,,0.05,1,OPTIMAL,1492,2951
2,2,1,450,rings_ws,287.9820,6.76,0.0000,321.4014,0.00,321.4014,0.05,1,OPTIMAL,1492,2951
2,2,1,600,heuristic,321.4014,0.05,,,,,0.05,1,HEURISTIC,,
2,2,1,600,rings,287.9821,7.07,0.0000,452.5551,0.07,,0.05,1,OPTIMAL,1492,2951
2,2,1,600,rings_ws,287.9821,4.37,0.0000,321.4014,0.00,321.4014,0.05,1,OPTIMAL,1492,2951
2,2,1,900,heuristic,321.4014,0.05,,,,,0.05,1,HEURISTIC,,
2,2,1,900,rings,287.9821,2.76,0.0000,452.5551,0.07,,0.05,1,OPTIMAL,1492,2951
2,2,1,900,rings_ws,287.9821,4.37,0.0000,321.4014,0.00,321.4014,0.05,1,OPTIMAL,1492,2951
2,2,1,1500,heuristic,321.4014,0.05,,,,,0.05,1,HEURISTIC,,
2,2,1,1500,rings,287.9821,6.32,0.0000,455.7444,0.07,,0.05,1,OPTIMAL,1492,2951
2,2,1,1500,rings_ws,287.9821,6.85,0.0000,321.4014,0.00,321.4014,0.05,1,OPTIMAL,1492,2951
2,2,1,2400,heuristic,321.4014,0.05,,,,,0.05,1,HEURISTIC,,
2,2,1,2400,rings,287.9821,2.21,0.0000,577.3333,0.06,,0.05,1,OPTIMAL,1492,2951
2,2,1,2400,rings_ws,287.9821,6.05,0.0000,321.4014,0.00,321.4014,0.05,1,OPTIMAL,1492,2951
2,2,2,300,heuristic,348.8809,0.06,,,,,0.06,1,HEURISTIC,,
2,2,2,300,rings,347.1684,156.30,0.0000,657.3270,0.16,,0.06,1,OPTIMAL,2060,4081
2,2,2,300,rings_ws,347.1684,116.70,0.0000,348.8809,0.00,348.8809,0.06,1,OPTIMAL,2060,4081
2,2,2,450,heuristic,348.8809,0.06,,,,,0.06,1,HEURISTIC,,
2,2,2,450,rings,347.1684,78.82,0.0000,483.9440,0.09,,0.06,1,OPTIMAL,2060,4081
2,2,2,450,rings_ws,347.1684,109.35,0.0000,348.8809,0.00,348.8809,0.06,1,OPTIMAL,2060,4081
2,2,2,600,heuristic,348.8809,0.06,,,,,0.06,1,HEURISTIC,,
2,2,2,600,rings,347.1684,182.51,0.0000,363.0378,0.07,,0.06,1,OPTIMAL,2060,4081
2,2,2,600,rings_ws,347.1684,108.30,0.0000,348.8809,0.00,348.8809,0.06,1,OPTIMAL,2060,4081
2,2,2,900,heuristic,348.8809,0.06,,,,,0.06,1,HEURISTIC,,
2,2,2,900,rings,347.1684,132.51,0.0000,363.0378,0.06,,0.06,1,OPTIMAL,2060,4081
2,2,2,900,rings_ws,347.1684,246.61,0.0000,348.8809,0.00,348.8809,0.06,1,OPTIMAL,2060,4081
2,2,2,1500,heuristic,348.8809,0.06,,,,,0.06,1,HEURISTIC,,
2,2,2,1500,rings,347.1684,220.73,0.0000,424.0222,0.12,,0.06,1,OPTIMAL,2060,4081
2,2,2,1500,rings_ws,347.1684,182.43,0.0000,348.8809,0.00,348.8809,0.06,1,OPTIMAL,2060,4081
2,2,2,2400,heuristic,348.8809,0.06,,,,,0.06,1,HEURISTIC,,
2,2,2,2400,rings,347.1684,92.95,0.0000,428.2050,0.07,,0.06,1,OPTIMAL,2060,4081
2,2,2,2400,rings_ws,347.1684,153.30,0.0000,348.8809,0.00,348.8809,0.06,1,OPTIMAL,2060,4081
2,2,3,300,heuristic,524.8436,0.06,,,,,0.06,2,HEURISTIC,,
2,2,3,300,rings,471.8331,201.10,0.0000,572.5945,0.12,,0.06,2,OPTIMAL,2060,4081
2,2,3,300,rings_ws,471.8331,151.70,0.0000,524.8436,0.00,524.8436,0.06,2,OPTIMAL,2060,4081
2,2,3,450,heuristic,472.9324,0.06,,,,,0.06,1,HEURISTIC,,
2,2,3,450,rings,420.5035,846.87,0.0000,682.5571,0.07,,0.06,1,OPTIMAL,2060,4081
2,2,3,450,rings_ws,420.5035,542.97,0.0000,472.9324,0.00,472.9324,0.06,1,OPTIMAL,2060,4081
2,2,3,600,heuristic,472.9324,0.07,,,,,0.07,1,HEURISTIC,,
2,2,3,600,rings,420.5035,845.30,0.0000,682.5571,0.08,,0.07,1,OPTIMAL,2060,4081
2,2,3,600,rings_ws,420.5035,905.88,0.0000,472.9324,0.00,472.9324,0.07,1,OPTIMAL,2060,4081
2,2,3,900,heuristic,472.9324,0.08,,,,,0.08,1,HEURISTIC,,
2,2,3,900,rings,420.5035,932.43,0.0000,682.5571,0.08,,0.08,1,OPTIMAL,2060,4081
2,2,3,900,rings_ws,420.5035,1083.26,0.0000,472.9324,0.01,472.9324,0.08,1,OPTIMAL,2060,4081
2,2,3,1500,heuristic,472.9324,0.07,,,,,0.07,1,HEURISTIC,,
2,2,3,1500,rings,420.5035,283.24,0.0000,682.5571,0.07,,0.07,1,OPTIMAL,2060,4081
2,2,3,1500,rings_ws,420.5035,498.55,0.0000,472.9324,0.01,472.9324,0.07,1,OPTIMAL,2060,4081
2,2,3,2400,heuristic,472.9324,0.06,,,,,0.06,1,HEURISTIC,,
2,2,3,2400,rings,420.5035,917.25,0.0000,682.5571,0.08,,0.06,1,OPTIMAL,2060,4081
2,2,3,2400,rings_ws,420.5035,380.09,0.0000,472.9324,0.00,472.9324,0.06,1,OPTIMAL,2060,4081
2,2,4,300,heuristic,418.4117,0.05,,,,,0.05,1,HEURISTIC,,
2,2,4,300,rings,382.4693,54.30,0.0000,649.7106,0.08,,0.05,1,OPTIMAL,1492,2951
2,2,4,300,rings_ws,382.4693,63.23,0.0000,418.4117,0.00,418.4117,0.05,1,OPTIMAL,1492,2951
2,2,4,450,heuristic,418.4117,0.05,,,,,0.05,1,HEURISTIC,,
2,2,4,450,rings,382.4693,62.65,0.0000,647.2168,0.07,,0.05,1,OPTIMAL,1492,2951
2,2,4,450,rings_ws,382.4693,29.50,0.0000,418.4117,0.00,418.4117,0.05,1,OPTIMAL,1492,2951
2,2,4,600,heuristic,418.4117,0.05,,,,,0.05,1,HEURISTIC,,
2,2,4,600,rings,382.4693,83.19,0.0000,647.2168,0.07,,0.05,1,OPTIMAL,1492,2951
2,2,4,600,rings_ws,382.4693,97.11,0.0000,418.4117,0.00,418.4117,0.05,1,OPTIMAL,1492,2951
2,2,4,900,heuristic,418.4117,0.05,,,,,0.05,1,HEURISTIC,,
2,2,4,900,rings,382.4693,106.84,0.0000,647.2168,0.07,,0.05,1,OPTIMAL,1492,2951
2,2,4,900,rings_ws,382.4693,35.62,0.0000,418.4117,0.00,418.4117,0.05,1,OPTIMAL,1492,2951
2,2,4,1500,heuristic,418.4117,0.05,,,,,0.05,1,HEURISTIC,,
2,2,4,1500,rings,382.4693,91.01,0.0000,514.4941,0.09,,0.05,1,OPTIMAL,1492,2951
2,2,4,1500,rings_ws,382.4693,46.30,0.0000,418.4117,0.00,418.4117,0.05,1,OPTIMAL,1492,2951
2,2,4,2400,heuristic,418.4117,0.05,,,,,0.05,1,HEURISTIC,,
2,2,4,2400,rings,382.4693,96.09,0.0000,514.4941,0.10,,0.05,1,OPTIMAL,1492,2951
2,2,4,2400,rings_ws,382.4693,42.93,0.0000,418.4117,0.00,418.4117,0.05,1,OPTIMAL,1492,2951
2,3,0,300,heuristic,461.9612,0.10,,,,,0.10,2,HEURISTIC,,
2,3,0,300,rings,457.1686,777.50,0.0000,557.3823,0.08,,0.10,2,OPTIMAL,2806,5577
2,3,0,300,rings_ws,457.1686,377.42,0.0000,461.9612,0.01,461.9612,0.10,2,OPTIMAL,2806,5577
2,3,0,450,heuristic,399.2760,0.10,,,,,0.10,1,HEURISTIC,,
2,3,0,450,rings,399.0730,193.21,0.0000,499.1186,0.10,,0.10,1,OPTIMAL,2806,5577
2,3,0,450,rings_ws,399.0730,225.33,0.0000,399.2760,0.00,399.2760,0.10,1,OPTIMAL,2806,5577
2,3,0,600,heuristic,399.2760,0.07,,,,,0.07,1,HEURISTIC,,
2,3,0,600,rings,399.0730,338.40,0.0000,952.4195,0.23,,0.07,1,OPTIMAL,2806,5577
2,3,0,600,rings_ws,399.0730,242.09,0.0000,399.2760,0.01,399.2760,0.07,1,OPTIMAL,2806,5577
2,3,0,900,heuristic,399.2760,0.08,,,,,0.08,1,HEURISTIC,,
2,3,0,900,rings,399.0730,839.02,0.0000,482.3993,0.20,,0.08,1,OPTIMAL,2806,5577
2,3,0,900,rings_ws,399.0730,342.50,0.0000,399.2760,0.00,399.2760,0.08,1,OPTIMAL,2806,5577
2,3,0,1500,heuristic,399.2760,0.11,,,,,0.11,1,HEURISTIC,,
2,3,0,1500,rings,399.0730,318.22,0.0000,521.4309,0.07,,0.11,1,OPTIMAL,2806,5577
2,3,0,1500,rings_ws,399.0730,239.48,0.0000,399.2760,0.00,399.2760,0.11,1,OPTIMAL,2806,5577
2,3,0,2400,heuristic,399.2760,0.09,,,,,0.09,1,HEURISTIC,,
2,3,0,2400,rings,399.0730,381.82,0.0000,521.4309,0.11,,0.09,1,OPTIMAL,2806,5577
2,3,0,2400,rings_ws,399.0730,403.08,0.0000,399.2760,0.00,399.2760,0.09,1,OPTIMAL,2806,5577
2,3,1,300,heuristic,336.5584,0.08,,,,,0.08,1,HEURISTIC,,
2,3,1,300,rings,335.4646,25.29,0.0000,456.5091,0.13,,0.08,1,OPTIMAL,2142,4253
2,3,1,300,rings_ws,335.4646,39.12,0.0000,336.5584,0.00,336.5584,0.08,1,OPTIMAL,2142,4253
2,3,1,450,heuristic,336.5584,0.07,,,,,0.07,1,HEURISTIC,,
2,3,1,450,rings,335.4646,22.86,0.0000,371.1431,0.17,,0.07,1,OPTIMAL,2142,4253
2,3,1,450,rings_ws,335.4646,23.12,0.0000,336.5584,0.00,336.5584,0.07,1,OPTIMAL,2142,4253
2,3,1,600,heuristic,336.5584,0.06,,,,,0.06,1,HEURISTIC,,
2,3,1,600,rings,335.4646,24.07,0.0000,491.0244,0.09,,0.06,1,OPTIMAL,2142,4253
2,3,1,600,rings_ws,335.4646,16.88,0.0000,336.5584,0.00,336.5584,0.06,1,OPTIMAL,2142,4253
2,3,1,900,heuristic,336.5584,0.06,,,,,0.06,1,HEURISTIC,,
2,3,1,900,rings,335.4646,21.96,0.0000,491.0244,0.08,,0.06,1,OPTIMAL,2142,4253
2,3,1,900,rings_ws,335.4646,23.49,0.0000,336.5584,0.00,336.5584,0.06,1,OPTIMAL,2142,4253
2,3,1,1500,heuristic,336.5584,0.06,,,,,0.06,1,HEURISTIC,,
2,3,1,1500,rings,335.4646,29.67,0.0000,485.9886,0.09,,0.06,1,OPTIMAL,2142,4253
2,3,1,1500,rings_ws,335.4646,23.02,0.0000,336.5584,0.00,336.5584,0.06,1,OPTIMAL,2142,4253
2,3,1,2400,heuristic,336.5584,0.06,,,,,0.06,1,HEURISTIC,,
2,3,1,2400,rings,335.4646,27.79,0.0000,442.2967,0.08,,0.06,1,OPTIMAL,2142,4253
2,3,1,2400,rings_ws,335.4646,29.36,0.0000,336.5584,0.00,336.5584,0.06,1,OPTIMAL,2142,4253
2,3,2,300,heuristic,478.8200,0.13,,,,,0.13,2,HEURISTIC,,
2,3,2,300,rings,473.0489,1800.03,0.2941,583.4933,0.18,,0.13,2,SUBOPTIMAL,4422,8801
2,3,2,300,rings_ws,473.0489,1800.06,0.2867,478.8200,0.01,478.8200,0.13,2,SUBOPTIMAL,4422,8801
2,3,2,450,heuristic,426.5067,0.12,,,,,0.12,1,HEURISTIC,,
2,3,2,450,rings,426.0285,1800.04,0.2178,579.5142,0.16,,0.12,1,SUBOPTIMAL,4422,8801
2,3,2,450,rings_ws,426.0285,1800.03,0.2190,426.5067,0.01,426.5067,0.12,1,SUBOPTIMAL,4422,8801
2,3,2,600,heuristic,426.5067,0.10,,,,,0.10,1,HEURISTIC,,
2,3,2,600,rings,426.0285,1800.06,0.2175,579.5142,0.16,,0.10,1,SUBOPTIMAL,4422,8801
2,3,2,600,rings_ws,426.0285,1800.04,0.2214,426.5067,0.01,426.5067,0.10,1,SUBOPTIMAL,4422,8801
2,3,2,900,heuristic,426.5067,0.10,,,,,0.10,1,HEURISTIC,,
2,3,2,900,rings,426.0285,1800.04,0.2162,579.5142,0.16,,0.10,1,SUBOPTIMAL,4422,8801
2,3,2,900,rings_ws,426.0285,1800.04,0.2132,426.5067,0.01,426.5067,0.10,1,SUBOPTIMAL,4422,8801
2,3,2,1500,heuristic,426.5067,0.10,,,,,0.10,1,HEURISTIC,,
2,3,2,1500,rings,426.0283,1800.06,0.2191,437.7017,0.18,,0.10,1,SUBOPTIMAL,4422,8801
2,3,2,1500,rings_ws,426.0285,1800.04,0.2163,426.5067,0.01,426.5067,0.10,1,SUBOPTIMAL,4422,8801
2,3,2,2400,heuristic,426.5067,0.10,,,,,0.10,1,HEURISTIC,,
2,3,2,2400,rings,426.0284,1800.02,0.2174,437.7017,0.18,,0.10,1,SUBOPTIMAL,4422,8801
2,3,2,2400,rings_ws,426.0285,1800.10,0.2190,426.5067,0.01,426.5067,0.10,1,SUBOPTIMAL,4422,8801
2,3,3,300,heuristic,561.1666,0.18,,,,,0.18,2,HEURISTIC,,
2,3,3,300,rings,560.9447,1800.04,0.1764,763.5790,0.50,,0.18,2,SUBOPTIMAL,4422,8801
2,3,3,300,rings_ws,560.9447,1800.04,0.1739,561.1666,0.01,561.1666,0.18,2,SUBOPTIMAL,4422,8801
2,3,3,450,heuristic,517.5436,0.10,,,,,0.10,1,HEURISTIC,,
2,3,3,450,rings,558.2675,1800.03,0.2515,778.8445,0.11,,0.10,2,SUBOPTIMAL,4422,8801
2,3,3,450,rings_ws,517.1165,1800.07,0.1806,517.5436,0.01,517.5436,0.10,1,SUBOPTIMAL,4422,8801
2,3,3,600,heuristic,517.5436,0.10,,,,,0.10,1,HEURISTIC,,
2,3,3,600,rings,517.4602,1800.06,0.1933,604.1084,0.22,,0.10,1,SUBOPTIMAL,4422,8801
2,3,3,600,rings_ws,517.1165,1800.04,0.1865,517.5436,0.01,517.5436,0.10,1,SUBOPTIMAL,4422,8801
2,3,3,900,heuristic,517.5436,0.10,,,,,0.10,1,HEURISTIC,,
2,3,3,900,rings,517.4602,1800.04,0.1962,542.3853,0.21,,0.10,1,SUBOPTIMAL,4422,8801
2,3,3,900,rings_ws,517.1165,1800.03,0.1884,517.5436,0.01,517.5436,0.10,1,SUBOPTIMAL,4422,8801
2,3,3,1500,heuristic,517.5436,0.10,,,,,0.10,1,HEURISTIC,,
2,3,3,1500,rings,517.4602,1800.06,0.1933,581.5487,0.37,,0.10,1,SUBOPTIMAL,4422,8801
